ISO,Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2023
BHR,Bahrain,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,121.674
BHR,Bahrain,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",4.95
BGD,Bangladesh,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",6
BGD,Bangladesh,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,477.87"
BGD,Bangladesh,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","8,679.11"
BGD,Bangladesh,Output gap in percent of potential GDP,Percent of potential GDP,,,
BGD,Bangladesh,Total investment,Percent of GDP,,Source: National Statistics Office. Bangladesh Bureau of Statistics Latest actual data: FY2021/22 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: No. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t) Start/end months of reporting year: July/June. Authorities report July/June Base year: FY2015/16. The base year is in fiscal year Chain-weighted: No Primary domestic currency: Bangladesh taka Data last updated: 09/2022,30.046
BGD,Bangladesh,Gross national savings,Percent of GDP,,Source: National Statistics Office. Bangladesh Bureau of Statistics Latest actual data: FY2021/22 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: No. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t) Start/end months of reporting year: July/June. Authorities report July/June Base year: FY2015/16. The base year is in fiscal year Chain-weighted: No Primary domestic currency: Bangladesh taka Data last updated: 09/2022,26.225
BGD,Bangladesh,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",9.051
BGD,Bangladesh,Unemployment rate,Percent of total labor force,,,
BGD,Bangladesh,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,9.398
BGD,Bangladesh,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-5.5
BGD,Bangladesh,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,37.169
BGD,Bangladesh,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-3.821
BRB,Barbados,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",5
BRB,Barbados,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",5.448
BRB,Barbados,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","18,779.51"
BRB,Barbados,Output gap in percent of potential GDP,Percent of potential GDP,,,
BRB,Barbados,Total investment,Percent of GDP,,"Source: National Statistics Office. The National Statistics Office is the primary source of National Accounts Data. Partial data is published on the central bank website. Expenditure side not available. Latest actual data: 2020 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Factor costs Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2010. Currently, the Barbados Statistical Services (BSS) ,with the assistance of CARTAC, began compiling constant price GDP by industry using 2010 as base year. Chain-weighted: No Primary domestic currency: Barbados dollar Data last updated: 08/2022",18.179
BRB,Barbados,Gross national savings,Percent of GDP,,"Source: National Statistics Office. The National Statistics Office is the primary source of National Accounts Data. Partial data is published on the central bank website. Expenditure side not available. Latest actual data: 2020 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Factor costs Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2010. Currently, the Barbados Statistical Services (BSS) ,with the assistance of CARTAC, began compiling constant price GDP by industry using 2010 as base year. Chain-weighted: No Primary domestic currency: Barbados dollar Data last updated: 08/2022",9.454
BRB,Barbados,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",8.182
BRB,Barbados,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2021 Employment type: National definition Primary domestic currency: Barbados dollar Data last updated: 08/2022,10.03
BRB,Barbados,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,29.127
BRB,Barbados,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-0.815
BRB,Barbados,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,110.04
BRB,Barbados,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-8.725
BLR,Belarus,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",0.215
BLR,Belarus,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",209.613
BLR,Belarus,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","22,644.41"
BLR,Belarus,Output gap in percent of potential GDP,Percent of potential GDP,,,
BLR,Belarus,Total investment,Percent of GDP,,"Source: National Statistics Office. Formally, the National Statistical Committee of the Republic of Belarus Latest actual data: 2020 Notes: The national accounts have been updated from 2014 onwards. Prior to 2014 the data are adjusted to produce smooth series with the use of a splicing technique. These estimates continue to serve as proxies for historical series when complete information is unavailable. Statistical discrepancies between GDP and components are a consequence of statistical discrepancies reported by the authorities and chain-weighting. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2018 Chain-weighted: Yes, from 2005 Primary domestic currency: Belarusian ruble Data last updated: 08/2022",22.796
